id;anbieter;kurzbeschreibung_des_angebotes;website;zeitliche_begrenzung;preis;bezirk;schlagworte;services
241;Kino Rollberg;ermäßigter Eintritt;http://www.yorck.de/site/kinos/preise;-;An den Yorck-Kinokassen gilt von Montag bis Donnerstag ganztags und Freitag für alle regulären Kinovorstellungen mit Beginn bis 18 Uhr ein Preis in Höhe von 6,50 Euro (einschließlich der gültigen Überlängenzuschläge). Das Angebot ist nicht gültig an Feiertagen und in Sondervorstellungen wie Previews, Klassikübertragungen etc. In allen übrigen Vorführungen gilt weiterhin der ermäßigte Eintrittspreis.;Neukölln;Kino, Kultur, Familie;Cultural Activities & Free Time Activities
241;Kino Rollberg;ermäßigter Eintritt;http://www.yorck.de/site/kinos/preise;-;An den Yorck-Kinokassen gilt von Montag bis Donnerstag ganztags und Freitag für alle regulären Kinovorstellungen mit Beginn bis 18 Uhr ein Preis in Höhe von 6,50 Euro (einschließlich der gültigen Überlängenzuschläge). Das Angebot ist nicht gültig an Feiertagen und in Sondervorstellungen wie Previews, Klassikübertragungen etc. In allen übrigen Vorführungen gilt weiterhin der ermäßigte Eintrittspreis.;Neukölln;Kino, Kultur, Familie;Work & Education
241;Kino Rollberg;ermäßigter Eintritt;http://www.yorck.de/site/kinos/preise;-;An den Yorck-Kinokassen gilt von Montag bis Donnerstag ganztags und Freitag für alle regulären Kinovorstellungen mit Beginn bis 18 Uhr ein Preis in Höhe von 6,50 Euro (einschließlich der gültigen Überlängenzuschläge). Das Angebot ist nicht gültig an Feiertagen und in Sondervorstellungen wie Previews, Klassikübertragungen etc. In allen übrigen Vorführungen gilt weiterhin der ermäßigte Eintrittspreis.;Neukölln;Kino, Kultur, Familie;Family Care & Support
277;Kino Toni;ermäßigter Eintritt;http://www.kino-toni.de/;-;5 Euro;Pankow;Kino, Kultur, Familie;Cultural Activities & Free Time Activities
277;Kino Toni;ermäßigter Eintritt;http://www.kino-toni.de/;-;5 Euro;Pankow;Kino, Kultur, Familie;Work & Education
277;Kino Toni;ermäßigter Eintritt;http://www.kino-toni.de/;-;5 Euro;Pankow;Kino, Kultur, Familie;Family Care & Support
289;Kino Union Friedrichshagen;ermäßigter Eintritt;http://www.kino-union.de;Gültig von Montag bis Freitag (nicht gültig an Feiertagen und bei Sonderveranstaltungen). Bei Überlängen und/oder 3D-Vorstellungen muss der jeweilige Zuschlag zugezahlt werden.;6,50 Euro;Treptow-Köpenick;Kino, Kultur, Familie;Cultural Activities & Free Time Activities
289;Kino Union Friedrichshagen;ermäßigter Eintritt;http://www.kino-union.de;Gültig von Montag bis Freitag (nicht gültig an Feiertagen und bei Sonderveranstaltungen). Bei Überlängen und/oder 3D-Vorstellungen muss der jeweilige Zuschlag zugezahlt werden.;6,50 Euro;Treptow-Köpenick;Kino, Kultur, Familie;Work & Education
289;Kino Union Friedrichshagen;ermäßigter Eintritt;http://www.kino-union.de;Gültig von Montag bis Freitag (nicht gültig an Feiertagen und bei Sonderveranstaltungen). Bei Überlängen und/oder 3D-Vorstellungen muss der jeweilige Zuschlag zugezahlt werden.;6,50 Euro;Treptow-Köpenick;Kino, Kultur, Familie;Family Care & Support
205;Kino Yorck / New Yorck;ermäßigter Eintritt;http://www.yorck.de/site/kinos/preise;-;An den Yorck-Kinokassen gilt von Montag bis Donnerstag ganztags und Freitag für alle regulären Kinovorstellungen mit Beginn bis 18 Uhr ein Preis in Höhe von 6,50 Euro (einschließlich der gültigen Überlängenzuschläge). Das Angebot ist nicht gültig an Feiertagen und in Sondervorstellungen wie Previews, Klassikübertragungen etc. In allen übrigen Vorführungen gilt weiterhin der ermäßigte Eintrittspreis.;Friedrichshain-Kreuzberg;Kino, Kultur, Familie;Cultural Activities & Free Time Activities
205;Kino Yorck / New Yorck;ermäßigter Eintritt;http://www.yorck.de/site/kinos/preise;-;An den Yorck-Kinokassen gilt von Montag bis Donnerstag ganztags und Freitag für alle regulären Kinovorstellungen mit Beginn bis 18 Uhr ein Preis in Höhe von 6,50 Euro (einschließlich der gültigen Überlängenzuschläge). Das Angebot ist nicht gültig an Feiertagen und in Sondervorstellungen wie Previews, Klassikübertragungen etc. In allen übrigen Vorführungen gilt weiterhin der ermäßigte Eintrittspreis.;Friedrichshain-Kreuzberg;Kino, Kultur, Familie;Work & Education
205;Kino Yorck / New Yorck;ermäßigter Eintritt;http://www.yorck.de/site/kinos/preise;-;An den Yorck-Kinokassen gilt von Montag bis Donnerstag ganztags und Freitag für alle regulären Kinovorstellungen mit Beginn bis 18 Uhr ein Preis in Höhe von 6,50 Euro (einschließlich der gültigen Überlängenzuschläge). Das Angebot ist nicht gültig an Feiertagen und in Sondervorstellungen wie Previews, Klassikübertragungen etc. In allen übrigen Vorführungen gilt weiterhin der ermäßigte Eintrittspreis.;Friedrichshain-Kreuzberg;Kino, Kultur, Familie;Family Care & Support
367;Kirche zur frohen Botschaft | Amalien-Orgel;ermäßigter Eintritt in kostenpflichtige Konzertveranstaltungen (Tickets an der Abendkasse);www.amalien-orgel.de;-;3 Euro;Lichtenberg;Kultur, Konzert;Work & Education
367;Kirche zur frohen Botschaft | Amalien-Orgel;ermäßigter Eintritt in kostenpflichtige Konzertveranstaltungen (Tickets an der Abendkasse);www.amalien-orgel.de;-;3 Euro;Lichtenberg;Kultur, Konzert;Cultural Activities & Free Time Activities
61;Klunkerkranich;50% Ermäßigung;http://www.klunkerkranich.org;-;siehe Homepage;Neukölln;Bildung, Kultur, Konzert;Work & Education
61;Klunkerkranich;50% Ermäßigung;http://www.klunkerkranich.org;-;siehe Homepage;Neukölln;Bildung, Kultur, Konzert;Cultural Activities & Free Time Activities
697;Komische Oper Berlin;"""3 Euro Ticket"" für alle Repertoire-Vorstellungen und Sinfoniekonzerte im Großen Saal (Silvestervorstellung, Gastspiele und Premieren ausgenommen) an der Abendkasse ab 30 Minuten vor Vorstellungsbeginn nach Verfügbarkeit und Vorlage des ""Berlinpass""";http://www.komische-oper-berlin.de;Alle Repertoirevorstellungen, SinfonieKonzert und Kino-Konzert. An der Abendkasse, 30 Minuten vor Vorstellungsbeginn, keine Reservierungen;3 Euro;Mitte;Kultur, Oper;Work & Education
697;Komische Oper Berlin;"""3 Euro Ticket"" für alle Repertoire-Vorstellungen und Sinfoniekonzerte im Großen Saal (Silvestervorstellung, Gastspiele und Premieren ausgenommen) an der Abendkasse ab 30 Minuten vor Vorstellungsbeginn nach Verfügbarkeit und Vorlage des ""Berlinpass""";http://www.komische-oper-berlin.de;Alle Repertoirevorstellungen, SinfonieKonzert und Kino-Konzert. An der Abendkasse, 30 Minuten vor Vorstellungsbeginn, keine Reservierungen;3 Euro;Mitte;Kultur, Oper;Cultural Activities & Free Time Activities
373;Konzerthaus Berlin;"""3 Euro Ticket""";www.konzerthaus.de;An der Abendkasse, 15 Minuten vor Vorstellungsbeginn bei ausgewählten Vorstellungen. Infos dazu über die Ticket-Hotline 030-20309-2101;3 Euro;Mitte;Kultur, Konzert;Work & Education
373;Konzerthaus Berlin;"""3 Euro Ticket""";www.konzerthaus.de;An der Abendkasse, 15 Minuten vor Vorstellungsbeginn bei ausgewählten Vorstellungen. Infos dazu über die Ticket-Hotline 030-20309-2101;3 Euro;Mitte;Kultur, Konzert;Cultural Activities & Free Time Activities
835;Kulturloge Berlin JETZT KulturLeben;Die Kulturloge Berlin vermittelt freie Kulturplätze - beispielsweise für Theater, Konzerte, Oper oder Lesungen - kostenlos an Menschen mit geringem Einkommen.;www.kulturloge-berlin.de;-;Kostenlose Tickets für unterschiedliche Veranstaltungen, vorherige Anmeldung / Registrierung erforderlich;Berlin mehrere Orte;Kultur, Theater, Konzert, Oper, Museum & Ausstellung, Literatur & Lesungen;Work & Education
835;Kulturloge Berlin JETZT KulturLeben;Die Kulturloge Berlin vermittelt freie Kulturplätze - beispielsweise für Theater, Konzerte, Oper oder Lesungen - kostenlos an Menschen mit geringem Einkommen.;www.kulturloge-berlin.de;-;Kostenlose Tickets für unterschiedliche Veranstaltungen, vorherige Anmeldung / Registrierung erforderlich;Berlin mehrere Orte;Kultur, Theater, Konzert, Oper, Museum & Ausstellung, Literatur & Lesungen;Cultural Activities & Free Time Activities
322;Kulturring in Berlin e. V.;teilweise kostenloser oder ermäßigter Eintritt sowie Nutzung der Medienpoints;www.kulturring.berlin;-;-;Berlin mehrere Orte;Kultur, Familie, Konzert, Oper, Literatur & Lesungen, Museum & Ausstellung, Kunst;Work & Education
322;Kulturring in Berlin e. V.;teilweise kostenloser oder ermäßigter Eintritt sowie Nutzung der Medienpoints;www.kulturring.berlin;-;-;Berlin mehrere Orte;Kultur, Familie, Konzert, Oper, Literatur & Lesungen, Museum & Ausstellung, Kunst;Family Care & Support
322;Kulturring in Berlin e. V.;teilweise kostenloser oder ermäßigter Eintritt sowie Nutzung der Medienpoints;www.kulturring.berlin;-;-;Berlin mehrere Orte;Kultur, Familie, Konzert, Oper, Literatur & Lesungen, Museum & Ausstellung, Kunst;Cultural Activities & Free Time Activities
631;Kunst-Werke Berlin | KW Institute for Contemporary Art;ermäßigter Eintritt;www.kw-berlin.de;-;"4 Euro; Jugendliche unter 18 Jahren freier Eintritt";Mitte;Kultur, Museum & Ausstellung, Bildung, Kunst;Work & Education
631;Kunst-Werke Berlin | KW Institute for Contemporary Art;ermäßigter Eintritt;www.kw-berlin.de;-;"4 Euro; Jugendliche unter 18 Jahren freier Eintritt";Mitte;Kultur, Museum & Ausstellung, Bildung, Kunst;Cultural Activities & Free Time Activities
523;Kunstbibliothek;freier Eintritt;http://www.smb.museum/kb;-;freier Eintritt;Tempelhof-Schöneberg;Kultur, Museum & Ausstellung, Bildung, Geschichte, Kunst;Work & Education
523;Kunstbibliothek;freier Eintritt;http://www.smb.museum/kb;-;freier Eintritt;Tempelhof-Schöneberg;Kultur, Museum & Ausstellung, Bildung, Geschichte, Kunst;Cultural Activities & Free Time Activities
769;Kunstfabrik Köpenick GmbH | Stadttheater Cöpenick;ermäßigter Eintritt für Kinderveranstaltungen;http://www.kunstfabrikkoepenick.de;-;Erwachsene 6 Euro und Kinder 4 Euro;Treptow-Köpenick;Kultur, Theater, Familie, Kunst;Work & Education
769;Kunstfabrik Köpenick GmbH | Stadttheater Cöpenick;ermäßigter Eintritt für Kinderveranstaltungen;http://www.kunstfabrikkoepenick.de;-;Erwachsene 6 Euro und Kinder 4 Euro;Treptow-Köpenick;Kultur, Theater, Familie, Kunst;Cultural Activities & Free Time Activities
769;Kunstfabrik Köpenick GmbH | Stadttheater Cöpenick;ermäßigter Eintritt für Kinderveranstaltungen;http://www.kunstfabrikkoepenick.de;-;Erwachsene 6 Euro und Kinder 4 Euro;Treptow-Köpenick;Kultur, Theater, Familie, Kunst;Family Care & Support
619;Kunstgewerbemuseum;freier Eintritt;http://www.smb.museum/kgm;-;freier Eintritt;Tempelhof-Schöneberg;Kultur, Museum & Ausstellung, Bildung, Kunst;Work & Education
619;Kunstgewerbemuseum;freier Eintritt;http://www.smb.museum/kgm;-;freier Eintritt;Tempelhof-Schöneberg;Kultur, Museum & Ausstellung, Bildung, Kunst;Cultural Activities & Free Time Activities
493;Kunstraum Kreuzberg/Bethanien;freier Eintritt für alle Besucher*innen;www.kunstraumkreuzberg.de;-;freier Eintritt;Friedrichshain-Kreuzberg;Kultur, Museum & Ausstellung, Bildung, Geschichte, Kunst;Work & Education
493;Kunstraum Kreuzberg/Bethanien;freier Eintritt für alle Besucher*innen;www.kunstraumkreuzberg.de;-;freier Eintritt;Friedrichshain-Kreuzberg;Kultur, Museum & Ausstellung, Bildung, Geschichte, Kunst;Cultural Activities & Free Time Activities
622;Kupferstichkabinett;freier Eintritt;http://www.smb.museum/kk;-;freier Eintritt;Tempelhof-Schöneberg;Kultur, Museum & Ausstellung, Bildung, Kunst;Work & Education
622;Kupferstichkabinett;freier Eintritt;http://www.smb.museum/kk;-;freier Eintritt;Tempelhof-Schöneberg;Kultur, Museum & Ausstellung, Bildung, Kunst;Cultural Activities & Free Time Activities
892;Labyrinth Kindermuseum Berlin;ermäßigter Eintritt freitags von 13 bis 18 Uhr;www.labyrinth-kindermuseum.de;Das Museum und die aktuelle Ausstellung sind geschlossen. Infos zu sonstigen Angeboten/Außenaktivitäten s. Website.;4 Euro;Mitte;Museum & Ausstellung, Bildung, Familie;Cultural Activities & Free Time Activities
892;Labyrinth Kindermuseum Berlin;ermäßigter Eintritt freitags von 13 bis 18 Uhr;www.labyrinth-kindermuseum.de;Das Museum und die aktuelle Ausstellung sind geschlossen. Infos zu sonstigen Angeboten/Außenaktivitäten s. Website.;4 Euro;Mitte;Museum & Ausstellung, Bildung, Familie;Work & Education
892;Labyrinth Kindermuseum Berlin;ermäßigter Eintritt freitags von 13 bis 18 Uhr;www.labyrinth-kindermuseum.de;Das Museum und die aktuelle Ausstellung sind geschlossen. Infos zu sonstigen Angeboten/Außenaktivitäten s. Website.;4 Euro;Mitte;Museum & Ausstellung, Bildung, Familie;Family Care & Support
520;Lange Nacht der Museen;ermäßigtes Ticket;www.lange-nacht-der-museen.de;coronabedingt gibt es 2021 keine Ermäßigungen;12 Euro;Berlin mehrere Orte;Kultur, Museum & Ausstellung, Bildung, Familie, Kunst;Work & Education
520;Lange Nacht der Museen;ermäßigtes Ticket;www.lange-nacht-der-museen.de;coronabedingt gibt es 2021 keine Ermäßigungen;12 Euro;Berlin mehrere Orte;Kultur, Museum & Ausstellung, Bildung, Familie, Kunst;Cultural Activities & Free Time Activities
520;Lange Nacht der Museen;ermäßigtes Ticket;www.lange-nacht-der-museen.de;coronabedingt gibt es 2021 keine Ermäßigungen;12 Euro;Berlin mehrere Orte;Kultur, Museum & Ausstellung, Bildung, Familie, Kunst;Family Care & Support
976;Lavanderia Vecchia;Angebote - z.B. den Berlinpass-Mittagstisch -  finden Sie im Internet;http://www.lavanderiavecchia.de;-;-;Neukölln;Kultur, Familie;Work & Education
976;Lavanderia Vecchia;Angebote - z.B. den Berlinpass-Mittagstisch -  finden Sie im Internet;http://www.lavanderiavecchia.de;-;-;Neukölln;Kultur, Familie;Family Care & Support
127;LEGOLAND Discovery Centre Berlin;Bei Vorlage des Berlinpass erhalten Sie ein Ticket zu je 7,00 Euro pro Person  (nicht kombinierbar mit anderen Rabatten).;www.legolanddiscoverycentre.de/Berlin;gültig von Montag bis Freitag ab 13 Uhr (Kassenschluss 17 Uhr), bitte aktuelle Öffnungszeiten beachten s. Homepage;7 Euro pro Person. Minderjährige müssen von einem volljährigen Erwachsenen begleitet werden und volljährige Erwachsene erhalten nur in Begleitung von mindestens einem Kind Einlass.;Mitte;Familie, Sport & Spiel;Family Care & Support
127;LEGOLAND Discovery Centre Berlin;Bei Vorlage des Berlinpass erhalten Sie ein Ticket zu je 7,00 Euro pro Person  (nicht kombinierbar mit anderen Rabatten).;www.legolanddiscoverycentre.de/Berlin;gültig von Montag bis Freitag ab 13 Uhr (Kassenschluss 17 Uhr), bitte aktuelle Öffnungszeiten beachten s. Homepage;7 Euro pro Person. Minderjährige müssen von einem volljährigen Erwachsenen begleitet werden und volljährige Erwachsene erhalten nur in Begleitung von mindestens einem Kind Einlass.;Mitte;Familie, Sport & Spiel;Sport & Health
64;Lernen im FEZ-Berlin;Schüler*innen erhalten bei Vorlage des Berlinpass eine Ermäßigung. Diese entfällt, wenn die jeweilige Schule das Bildungs- und Teilhabepaket in Anspruch nehmen kann.;www.bildungsangebote.fez-berlin.de;je nach Programm, s. www.bildungsangebote.fez-berlin.de;siehe Homepage;Treptow-Köpenick;Bildung, Kultur, Gesundheit, Musik, Kunst;Work & Education
40;Lernwerk;20% Rabatt für den jeweils ersten Einzel- oder Gruppenkurs;www.lernwerk.de/Berlinpass;-;-;Charlottenburg-Wilmersdorf;Bildung, Familie, Beratung;Work & Education
40;Lernwerk;20% Rabatt für den jeweils ersten Einzel- oder Gruppenkurs;www.lernwerk.de/Berlinpass;-;-;Charlottenburg-Wilmersdorf;Bildung, Familie, Beratung;Family Care & Support
46;Lernwerk;20% Rabatt für den jeweils ersten Einzel- oder Gruppenkurs;www.lernwerk.de/Berlinpass;-;-;Pankow;Bildung, Familie, Beratung;Work & Education
46;Lernwerk;20% Rabatt für den jeweils ersten Einzel- oder Gruppenkurs;www.lernwerk.de/Berlinpass;-;-;Pankow;Bildung, Familie, Beratung;Family Care & Support
49;Lernwerk;20% Rabatt für den jeweils ersten Einzel- oder Gruppenkurs;www.lernwerk.de/Berlinpass;-;-;Reinickendorf;Bildung, Familie, Beratung;Work & Education
49;Lernwerk;20% Rabatt für den jeweils ersten Einzel- oder Gruppenkurs;www.lernwerk.de/Berlinpass;-;-;Reinickendorf;Bildung, Familie, Beratung;Family Care & Support
52;Lernwerk;20% Rabatt für den jeweils ersten Einzel- oder Gruppenkurs;www.lernwerk.de/Berlinpass;-;-;Steglitz-Zehlendorf;Bildung, Familie, Beratung;Work & Education
52;Lernwerk;20% Rabatt für den jeweils ersten Einzel- oder Gruppenkurs;www.lernwerk.de/Berlinpass;-;-;Steglitz-Zehlendorf;Bildung, Familie, Beratung;Family Care & Support
280;Lichtblick-Kino;ermäßigter Eintritt;http://www.lichtblick-kino.org/;Wegen Corona wurde die ermäßigten Preise erst einmal ausgesetzt. Neue Info folgen bei Änderung!;7€/7,50€ bei Überlänge;Pankow;Kino, Kultur, Familie;Cultural Activities & Free Time Activities
280;Lichtblick-Kino;ermäßigter Eintritt;http://www.lichtblick-kino.org/;Wegen Corona wurde die ermäßigten Preise erst einmal ausgesetzt. Neue Info folgen bei Änderung!;7€/7,50€ bei Überlänge;Pankow;Kino, Kultur, Familie;Work & Education
280;Lichtblick-Kino;ermäßigter Eintritt;http://www.lichtblick-kino.org/;Wegen Corona wurde die ermäßigten Preise erst einmal ausgesetzt. Neue Info folgen bei Änderung!;7€/7,50€ bei Überlänge;Pankow;Kino, Kultur, Familie;Family Care & Support
649;Liebermann-Villa am Wannsee;ermäßigter Eintritt;www.liebermann-villa.de;-;6 Euro, Kinder bis 18 Jahren haben freien Eintritt;Steglitz-Zehlendorf;Kultur, Museum & Ausstellung, Bildung, Kunst;Work & Education
649;Liebermann-Villa am Wannsee;ermäßigter Eintritt;www.liebermann-villa.de;-;6 Euro, Kinder bis 18 Jahren haben freien Eintritt;Steglitz-Zehlendorf;Kultur, Museum & Ausstellung, Bildung, Kunst;Cultural Activities & Free Time Activities
109;Little BIG City Berlin;Bei Vorlage des Berlinpasses erhalten Sie zwei Karten zum Preis von einer ( nicht kombinierbar mit anderen Rabatten).;www.littleBIGcityberlin.de;-;Bitte beachten Sie, dass Kinder unter 15 J. von einem Erwachsenen begleitet werden müssen.;Mitte;Familie, Kultur, Museum & Ausstellung, Geschichte;Family Care & Support
109;Little BIG City Berlin;Bei Vorlage des Berlinpasses erhalten Sie zwei Karten zum Preis von einer ( nicht kombinierbar mit anderen Rabatten).;www.littleBIGcityberlin.de;-;Bitte beachten Sie, dass Kinder unter 15 J. von einem Erwachsenen begleitet werden müssen.;Mitte;Familie, Kultur, Museum & Ausstellung, Geschichte;Work & Education
109;Little BIG City Berlin;Bei Vorlage des Berlinpasses erhalten Sie zwei Karten zum Preis von einer ( nicht kombinierbar mit anderen Rabatten).;www.littleBIGcityberlin.de;-;Bitte beachten Sie, dass Kinder unter 15 J. von einem Erwachsenen begleitet werden müssen.;Mitte;Familie, Kultur, Museum & Ausstellung, Geschichte;Cultural Activities & Free Time Activities
589;MACHmit! Museum für Kinder;ermäßigter Eintritt für die Ausstellung >Bücher sind Lebensmittel<;www.machmitmuseum.de;19.08.2021 - 05.06.2022;3,50 Euro;Pankow;Kultur, Museum & Ausstellung, Familie;Work & Education
589;MACHmit! Museum für Kinder;ermäßigter Eintritt für die Ausstellung >Bücher sind Lebensmittel<;www.machmitmuseum.de;19.08.2021 - 05.06.2022;3,50 Euro;Pankow;Kultur, Museum & Ausstellung, Familie;Cultural Activities & Free Time Activities
589;MACHmit! Museum für Kinder;ermäßigter Eintritt für die Ausstellung >Bücher sind Lebensmittel<;www.machmitmuseum.de;19.08.2021 - 05.06.2022;3,50 Euro;Pankow;Kultur, Museum & Ausstellung, Familie;Family Care & Support
112;Madame Tussauds Berlin;Bei Vorlage des Berlinpass erhalten Sie zwei Karten zum Preis von einer (nicht kombinierbar mit anderen Rabatten);www.MadameTussauds.com/Berlin;gültig von Montag bis Freitag ab 15 Uhr;Bitte beachten Sie, dass Kinder unter 15 J. von einem Erwachsenen begleitet werden müssen.;Mitte;Familie, Kultur, Museum & Ausstellung, Geschichte;Family Care & Support
112;Madame Tussauds Berlin;Bei Vorlage des Berlinpass erhalten Sie zwei Karten zum Preis von einer (nicht kombinierbar mit anderen Rabatten);www.MadameTussauds.com/Berlin;gültig von Montag bis Freitag ab 15 Uhr;Bitte beachten Sie, dass Kinder unter 15 J. von einem Erwachsenen begleitet werden müssen.;Mitte;Familie, Kultur, Museum & Ausstellung, Geschichte;Work & Education
112;Madame Tussauds Berlin;Bei Vorlage des Berlinpass erhalten Sie zwei Karten zum Preis von einer (nicht kombinierbar mit anderen Rabatten);www.MadameTussauds.com/Berlin;gültig von Montag bis Freitag ab 15 Uhr;Bitte beachten Sie, dass Kinder unter 15 J. von einem Erwachsenen begleitet werden müssen.;Mitte;Familie, Kultur, Museum & Ausstellung, Geschichte;Cultural Activities & Free Time Activities
1045;"MädchenSportZentrum ""Wilde Hütte"" Neukölln";MädchenSportZentren bieten Bewegung, Kommunikation und Bildung für Mädchen und junge Frauen. In der Kooperation mit Schulen bieten sie Schnupperangebote im Rahmen von Wandertagen, Projekttagen oder regelmäßige offene sportorientierte Angebote für Schülerinnen.;www.wilde-huette.de;Mo - Fr. von 12:00 bis 18:00 Uhr;-;Neukölln;Sport & Spiel, Familie, Tanz, Kunst, Kultur, Natur & Erholung, Bildung;Sport & Health
1045;"MädchenSportZentrum ""Wilde Hütte"" Neukölln";MädchenSportZentren bieten Bewegung, Kommunikation und Bildung für Mädchen und junge Frauen. In der Kooperation mit Schulen bieten sie Schnupperangebote im Rahmen von Wandertagen, Projekttagen oder regelmäßige offene sportorientierte Angebote für Schülerinnen.;www.wilde-huette.de;Mo - Fr. von 12:00 bis 18:00 Uhr;-;Neukölln;Sport & Spiel, Familie, Tanz, Kunst, Kultur, Natur & Erholung, Bildung;Family Care & Support
1045;"MädchenSportZentrum ""Wilde Hütte"" Neukölln";MädchenSportZentren bieten Bewegung, Kommunikation und Bildung für Mädchen und junge Frauen. In der Kooperation mit Schulen bieten sie Schnupperangebote im Rahmen von Wandertagen, Projekttagen oder regelmäßige offene sportorientierte Angebote für Schülerinnen.;www.wilde-huette.de;Mo - Fr. von 12:00 bis 18:00 Uhr;-;Neukölln;Sport & Spiel, Familie, Tanz, Kunst, Kultur, Natur & Erholung, Bildung;Work & Education
1036;MädchenSportZentrum Kreafithaus;Der Mädchenklub des  Kreafithaus bietet Mädchen im Alter von 8-18 Jahren offene Freizeitangebote an. Tanzen, Klettern (Frühjahr bis Herbst), Gartentrampolin, Mini-Basketball, Kicker, Tischtennis, Kreatives, Hausaufgabenunterstützung, Ausflüge oder einfach nur da sein. Zusätzlich:  Familiengarten immer Samstag 10-13 Uhr ( Spiel, Sport und Begegnung im Garten des Hauses für Familien mit Kindern)   ;www.kreafithaus.de;Aktuelle Öffnungszeiten: Dienstag bis Freitag 13-19 Uhr. Jeweils 13-14.30 / 14.30-16 / 16-17.30 / 17.30-19 Uhr. Eingeschränktes Angebot. Max. 6 Mädchen gleichzeitig. Bitte vorher anmelden Tel. 030 9720125.;kostenlos, feste Kurse 1 Euro pro Termin;Lichtenberg;Sport & Spiel, Familie, Tanz, Kunst, Kultur, Natur & Erholung, Bildung;Sport & Health
1036;MädchenSportZentrum Kreafithaus;Der Mädchenklub des  Kreafithaus bietet Mädchen im Alter von 8-18 Jahren offene Freizeitangebote an. Tanzen, Klettern (Frühjahr bis Herbst), Gartentrampolin, Mini-Basketball, Kicker, Tischtennis, Kreatives, Hausaufgabenunterstützung, Ausflüge oder einfach nur da sein. Zusätzlich:  Familiengarten immer Samstag 10-13 Uhr ( Spiel, Sport und Begegnung im Garten des Hauses für Familien mit Kindern)   ;www.kreafithaus.de;Aktuelle Öffnungszeiten: Dienstag bis Freitag 13-19 Uhr. Jeweils 13-14.30 / 14.30-16 / 16-17.30 / 17.30-19 Uhr. Eingeschränktes Angebot. Max. 6 Mädchen gleichzeitig. Bitte vorher anmelden Tel. 030 9720125.;kostenlos, feste Kurse 1 Euro pro Termin;Lichtenberg;Sport & Spiel, Familie, Tanz, Kunst, Kultur, Natur & Erholung, Bildung;Family Care & Support
1036;MädchenSportZentrum Kreafithaus;Der Mädchenklub des  Kreafithaus bietet Mädchen im Alter von 8-18 Jahren offene Freizeitangebote an. Tanzen, Klettern (Frühjahr bis Herbst), Gartentrampolin, Mini-Basketball, Kicker, Tischtennis, Kreatives, Hausaufgabenunterstützung, Ausflüge oder einfach nur da sein. Zusätzlich:  Familiengarten immer Samstag 10-13 Uhr ( Spiel, Sport und Begegnung im Garten des Hauses für Familien mit Kindern)   ;www.kreafithaus.de;Aktuelle Öffnungszeiten: Dienstag bis Freitag 13-19 Uhr. Jeweils 13-14.30 / 14.30-16 / 16-17.30 / 17.30-19 Uhr. Eingeschränktes Angebot. Max. 6 Mädchen gleichzeitig. Bitte vorher anmelden Tel. 030 9720125.;kostenlos, feste Kurse 1 Euro pro Termin;Lichtenberg;Sport & Spiel, Familie, Tanz, Kunst, Kultur, Natur & Erholung, Bildung;Work & Education
1063;MädchenSportZentrum und EventCenter im Centre Talma;Wir bieten Bewegung, Kommunikation und Bildung für Mädchen und junge Frauen und Jungs und junge Männer. In der Kooperation mit Schulen bieten wir Schnupperangebote im Rahmen von Wandertagen, Projekttagen oder regelmäßige offene sportorientierte Angebote für Schülerinnen.;centre-talma@gsj.de;-;feste Kurse, siehe website;Reinickendorf;Sport & Spiel, Familie, Tanz, Kunst, Kultur, Natur & Erholung, Bildung;Sport & Health
1063;MädchenSportZentrum und EventCenter im Centre Talma;Wir bieten Bewegung, Kommunikation und Bildung für Mädchen und junge Frauen und Jungs und junge Männer. In der Kooperation mit Schulen bieten wir Schnupperangebote im Rahmen von Wandertagen, Projekttagen oder regelmäßige offene sportorientierte Angebote für Schülerinnen.;centre-talma@gsj.de;-;feste Kurse, siehe website;Reinickendorf;Sport & Spiel, Familie, Tanz, Kunst, Kultur, Natur & Erholung, Bildung;Family Care & Support
1063;MädchenSportZentrum und EventCenter im Centre Talma;Wir bieten Bewegung, Kommunikation und Bildung für Mädchen und junge Frauen und Jungs und junge Männer. In der Kooperation mit Schulen bieten wir Schnupperangebote im Rahmen von Wandertagen, Projekttagen oder regelmäßige offene sportorientierte Angebote für Schülerinnen.;centre-talma@gsj.de;-;feste Kurse, siehe website;Reinickendorf;Sport & Spiel, Familie, Tanz, Kunst, Kultur, Natur & Erholung, Bildung;Work & Education
448;Märkisches Museum;ermäßigter Eintritt;http://www.stadtmuseum.de;ab 26.8.2020 wieder geöffnet.;7 Euro / erm. 4 Euro (inkl. Audioguide), Eintritt frei für Kinder und Jugendliche bis 18 Jahre. Preisänderungen vorbehalten.;Mitte;Kultur, Museum & Ausstellung, Bildung, Geschichte, Kunst;Work & Education
448;Märkisches Museum;ermäßigter Eintritt;http://www.stadtmuseum.de;ab 26.8.2020 wieder geöffnet.;7 Euro / erm. 4 Euro (inkl. Audioguide), Eintritt frei für Kinder und Jugendliche bis 18 Jahre. Preisänderungen vorbehalten.;Mitte;Kultur, Museum & Ausstellung, Bildung, Geschichte, Kunst;Cultural Activities & Free Time Activities
436;Mauermuseum - Museum Haus am Checkpoint Charlie;ermäßigter Eintritt;www.mauermuseum.de;-;6,50 Euro;Mitte;Kultur, Museum & Ausstellung, Bildung, Geschichte;Work & Education
